iter	Logloss
0	0.683981464211	0.676584452	02	0.668163303	03	0.661158214	04	0.652861765	5	0.6453840276	6	0.6381950827	7	0.6312583358	8	0.6239544509	9	0.6168424101010	0.610837127111	0.6037657315112	0.5976363994113	0.5917676181114	0.585830433
15	0.5804861404
16	0.5745528662
17	0.5685606719
18	0.5630387846
19	0.5579762154
20	0.5529963969
21	0.5475253104
22	0.5431631099
23	0.5385080648
24	0.5345953745
25	0.5295152994
26	0.5253536872
27	0.5206308171
28	0.5167620658
29	0.5121068646
30	0.5083686673
31	0.5041163393
32	0.4996605826
33	0.4955619098
34	0.4919404646
35	0.4879729247
36	0.4847865141
37	0.4814291674
38	0.4780361337
39	0.4751881838
40	0.4715489803
41	0.4680698997
42	0.465375494
43	0.4622851004
44	0.4592348995
45	0.4565722866
46	0.4533424578
47	0.4504512241
48	0.447501116
49	0.4448357966
50	0.4422992763
51	0.4395604845
52	0.4368175772
53	0.4344004975
54	0.4316880765
55	0.4293975935
56	0.4271754866
57	0.4246903929
58	0.4227845519
59	0.4206272995
60	0.41880061	0.61	0.41636262	0.62	0.41428463	0.63	0.41213364	0.64	0.41054465	0.65	0.40885766	0.66	0.4068767	0.467	0.4048668	0.468	0.4028169	0.369	0.4005470	0.370	0.3990371	0.71	0.39732472	0.72	0.39550673	0.73	0.39353474	0.74	0.391875	0.3875	0.390276	0.3876	0.388977	0.3877	0.38778	0.38378	0.38579	0.3821271046
80	0.3806315228
81	0.3790826283
82	0.3775164826
83	0.3760568548
84	0.3750020157
85	0.3735510744
86	0.3722606161
87	0.3708773582
88	0.3695289715
89	0.3685790401
90	0.3671406439
91	0.3660463193
92	0.3647364072
93	0.3635101823
94	0.3623569295
95	0.3612108701
96	0.3602769058
97	0.3589795225
98	0.3578292304
99	0.3570716395
100	0.3559701608
101	0.3547395535
102	0.3536705165
103	0.3527495428
104	0.3516698476
105	0.3505845164
106	0.3496643401
107	0.3489517177
108	0.3479439823
109	0.3468780403
1110	0.34885325871111	0.3482511896
112	0.3473968959
113	0.3465869063
114	0.3458330573
115	0.3450358298
116	0.3441118654
117	0.3433674676
118	0.3426055718
119	0.341910849
120	0.3410860183
121	0.3403239288
122	0.339457766
123	0.3387909516
124	0.3380468404
125	0.3372079664
126	0.3366056927
127	0.3357032453
128	0.3348968587
129	0.334185177
130	0.3333802385
131	0.3328785944
132	0.3321635015
133	0.3314666923
134	0.3309001529
135	0.3303265624
136	0.3297117492
137	0.3290055828
138	0.3284065822
139	0.3277482615
140	0.3271021395
141	0.326331118
142	0.325767232
143	0.325223711
144	0.3246535293
145	0.3240910861
146	0.3234482647
147	0.3228080766
148	0.3224494028
149	0.3219065511
150	0.3214703871
151	0.3207727677
152	0.3200149968
153	0.3194182423
154	0.3188079067
155	0.3181160294
156	0.3175524673
157	0.3170635493
158	0.3165756402
159	0.3160405093
160	0.3155535773
161	0.3150726733
162	0.314508847
163	0.3141128355
164	0.3137056657
165	0.313346705
166	0.3128596894
167	0.3122977673
168	0.3118853574
169	0.3113615475
170	0.3109512584
171	0.310488579
172	0.3100506793
173	0.309518527
174	0.3090845972
175	0.3087489756
176	0.3083253456
177	0.30786874
178	0.3074056838
179	0.3068634118
180	0.3064698247
181	0.3060820035
182	0.305797801
183	0.3054102604
184	0.3049962359
185	0.3046985161
186	0.3042467799
187	0.303929246
188	0.3035191874
189	0.3031388719
190	0.3027592965
191	0.3022350111
192	0.3018707012
193	0.3014300894
194	0.3011626996
195	0.3008900388
196	0.3004932764
197	0.300076167
198	0.299669883
199	0.2993128223
200	0.2989387271
201	0.2985774839
202	0.2982989612
203	0.2979672927
204	0.2975911228
205	0.297221334
206	0.2968959735
207	0.2966103702
208	0.2963176716
209	0.2960437139
210	0.295677653
211	0.295304911
212	0.2948660956
213	0.2945960417
214	0.2942010928
215	0.2939332435
216	0.2936427379
217	0.2933707178
218	0.2931021507
219	0.2928875141
220	0.29255959
221	0.2923278259
222	0.2919786528
223	0.2914617085
224	0.2912846573
225	0.2910522695
226	0.2907748632
227	0.2905062817
228	0.2901634634
229	0.2898361353
230	0.289624822
231	0.2894353826
232	0.2890627192
233	0.2887891115
234	0.2884730983
235	0.2883068726
236	0.2878731165
237	0.2876252228
238	0.2872770825
239	0.2869251915
240	0.2866482777
241	0.2862480519
242	0.28595474
243	0.2857451951
244	0.2854153019
245	0.2850638826
246	0.2848470419
247	0.2845192177
248	0.2842994999
249	0.2839247712
250	0.2835358995
251	0.2831665049
252	0.28288356
253	0.2826189062
254	0.2824881238
255	0.2820336534
256	0.2816549845
257	0.2815019996
258	0.281314314
259	0.280996034
260	0.2807499779
261	0.2805077364
262	0.2802448596
263	0.2800903363
264	0.2799241012
265	0.2795699024
266	0.2793104254
267	0.2790520903
268	0.2787636531
269	0.2783385538
270	0.2781228056
271	0.2779695578
272	0.2777049579
273	0.2775436179
274	0.2773885786
275	0.2771533977
276	0.2769040056
277	0.2767762711
278	0.2765035835
279	0.2761367921
280	0.2759095857
281	0.2757967068
282	0.2755203198
283	0.275277228
284	0.2750696064
285	0.2747247253
286	0.2746040777
287	0.274289947
288	0.2741188009
289	0.273865381
290	0.273650459
291	0.2732936294
292	0.2730445685
293	0.2728801063
294	0.2726984352
295	0.2724645022
296	0.272096478
297	0.2717981356
298	0.2715835827
299	0.2711660654
300	0.2709383822
301	0.2706926075
302	0.2704505944
303	0.2702393516
304	0.2700104036
305	0.2697730684
306	0.2695867823
307	0.2693241403
308	0.2692042331
309	0.2689727883
310	0.2687594309
311	0.2684530443
312	0.2682329938
313	0.2681038276
314	0.2678649676
315	0.2676908231
316	0.2675242989
317	0.2673012286
318	0.2671005181
319	0.2668070979
320	0.2665474275
321	0.2664063629
322	0.266152268
323	0.2659425109
324	0.2657312593
325	0.2655994057
326	0.2653480738
327	0.2651531341
328	0.264932514
329	0.2648158717
330	0.2645354184
331	0.264271349
332	0.264070366
333	0.2639244192
334	0.2634453581
335	0.2631688824
336	0.26296908
337	0.2627612137
338	0.262572902
339	0.2623405879
340	0.2622132466
341	0.2620538151
342	0.2616536915
343	0.2615735984
344	0.2614817025
345	0.261235173
346	0.2610040681
347	0.2608193895
348	0.2604351423
349	0.2602665983
350	0.2601363084
351	0.2598418395
352	0.2597043834
353	0.2594646965
354	0.2591453363
355	0.2588045628
356	0.2585209228
357	0.2583683647
358	0.2582751381
359	0.257997586
360	0.2577921594
361	0.2575823151
362	0.2573131965
363	0.2570662972
364	0.2568778496
365	0.2566186208
366	0.2563963107
367	0.2561035762
368	0.2558902668
369	0.2555904625
370	0.2554886921
371	0.2552981252
372	0.2551501764
373	0.2549621368
374	0.2547949761
375	0.2545322763
376	0.2543879695
377	0.2541559085
378	0.2539674373
379	0.2537669074
380	0.253578185
381	0.2534769339
382	0.2532541369
383	0.2530643264
384	0.2528207835
385	0.2525567028
386	0.2524337971
387	0.2521812456
388	0.2517506724
389	0.2516517869
390	0.2513654868
391	0.2512041736
392	0.2510566817
393	0.2507237476
394	0.2505267505
395	0.2502089306
396	0.2500515993
397	0.2499142394
398	0.2497332714
399	0.2496131217
400	0.2494404649
401	0.2493111352
402	0.2491373912
403	0.2490402309
404	0.2489270415
405	0.2487797206
406	0.2486017503
407	0.2484628497
408	0.2483320272
409	0.2481137535
410	0.2479544595
411	0.2478197819
412	0.2476401943
413	0.2474077458
414	0.2472751614
415	0.2471416669
416	0.246920684
417	0.2468057237
418	0.2465621343
419	0.2463633357
420	0.2461407037
421	0.2458737576
422	0.2457342309
423	0.2455608343
424	0.2453535767
425	0.2452341059
426	0.2451406854
427	0.2448066579
428	0.2446977134
429	0.244366067
430	0.2441797825
431	0.2440148108
432	0.2436561193
433	0.2433705898
434	0.2432721412
435	0.2432051304
436	0.2430002751
437	0.2428428718
438	0.2426704884
439	0.2423560202
440	0.2420395003
441	0.2418207896
442	0.2416405853
443	0.2415500768
444	0.2414439826
445	0.2412372973
446	0.2410153562
447	0.2408394325
448	0.2406576294
449	0.2404525709
450	0.2403152957
451	0.2401097798
452	0.239927145
453	0.2397640424
454	0.239545389
455	0.2393312464
456	0.2390668414
457	0.2388999496
458	0.2387537798
459	0.2386281725
460	0.2384004389
461	0.2382788803
462	0.2380892051
463	0.2379951959
464	0.2377616005
465	0.2375713644
466	0.2373222387
467	0.2371015881
468	0.2368826379
469	0.2367601029
470	0.236683497
471	0.2364926743
472	0.2362411014
473	0.2360587426
474	0.2358980022
475	0.2356625631
476	0.2354182544
477	0.2352161071
478	0.2350710429
479	0.2349727554
480	0.2347827308
481	0.2344517253
482	0.2342486737
483	0.2341377291
484	0.2339038172
485	0.2338188273
486	0.2337082761
487	0.2336087303
488	0.2334223672
489	0.2333310564
490	0.2331982804
491	0.2330480359
492	0.2328596408
493	0.2327285931
494	0.2325327675
495	0.2323049156
496	0.2321782442
497	0.2320615086
498	0.2319563705
499	0.2318401505
500	0.2316917187
501	0.2314989916
502	0.2312613934
503	0.2311738349
504	0.2309360254
505	0.2307882341
506	0.2306976771
507	0.2305464515
508	0.2304741157
509	0.2303274277
510	0.2302390294
511	0.2300307684
512	0.2298669703
513	0.2296836289
514	0.2295718741
515	0.2294243481
516	0.2292407144
517	0.2291750055
518	0.228957289
519	0.2288075611
520	0.2284673589
521	0.2282165981
522	0.2280746565
523	0.2279306557
524	0.2277209949
525	0.227603671
526	0.2275055387
527	0.2273219032
528	0.2272096123
529	0.2269624535
530	0.2266287329
531	0.2264332516
532	0.2262363058
533	0.2260917528
534	0.2259835623
535	0.225776858
536	0.2256436666
537	0.2254882967
538	0.2253912009
539	0.2252707682
540	0.2251574557
541	0.2250027359
542	0.224883271
543	0.2247150167
544	0.2244630947
545	0.224324362
546	0.2241878414
547	0.2241144124
548	0.2239732868
549	0.223822327
550	0.2236244369
551	0.2234578737
552	0.2232459638
553	0.2230412232
554	0.2228860983
555	0.2227034126
556	0.2225372618
557	0.2224420342
558	0.2222533604
559	0.2220129892
560	0.2218237196
561	0.2216827049
562	0.2214910788
563	0.22129991
564	0.2211847329
565	0.220998326
566	0.2208709065
567	0.2207568728
568	0.2206021082
569	0.2203372582
570	0.2201623427
571	0.2200223892
572	0.219770722
573	0.2195479776
574	0.2194037711
575	0.2192992533
576	0.219171539
577	0.2191116822
578	0.218879957
579	0.2187662679
580	0.2185984335
581	0.2185225699
582	0.2184182674
583	0.2181214209
584	0.217945273
585	0.2178290079
586	0.2176004013
587	0.2174825553
588	0.2173309401
589	0.2171974917
590	0.2170573807
591	0.2169860616
592	0.2167984439
593	0.2166587927
594	0.2165682646
595	0.2164148845
596	0.2163633131
597	0.2162412358
598	0.2161245642
599	0.2159956029
600	0.2159088824
601	0.2156968673
602	0.2154025603
603	0.2152360134
604	0.2150709666
605	0.2147764932
606	0.2145645863
607	0.2143477451
608	0.2141376896
609	0.2140266933
610	0.2137886829
611	0.2136594866
612	0.2134939784
613	0.2132945389
614	0.2131927247
615	0.2130023664
616	0.2129001435
617	0.2128690822
618	0.2126003112
619	0.2125206097
620	0.2124443471
621	0.212356128
622	0.212251554
623	0.2119668776
624	0.2117334918
625	0.2115984606
626	0.2113927503
627	0.2112936752
628	0.2111032666
629	0.2106913914
630	0.2104641149
631	0.2101388212
632	0.2098772094
633	0.2098356646
634	0.2097297087
635	0.2096021553
636	0.20939721
637	0.2092988986
638	0.209097366
639	0.2089460185
640	0.208869032
641	0.2088366321
642	0.2086525113
643	0.2084849635
644	0.2083273749
645	0.2081240188
646	0.2079013344
647	0.2076424747
648	0.2074627182
649	0.2073947476
650	0.2072930807
651	0.2071764442
652	0.2070021631
653	0.2068435188
654	0.2067044401
655	0.2065532689
656	0.2063376732
657	0.2062263608
658	0.2061500126
659	0.2060519505
660	0.2059193095
661	0.2057433756
662	0.205606038
663	0.205271411
664	0.2051620094
665	0.2049744221
666	0.2047393293
667	0.2045722593
668	0.2044594768
669	0.2043646689
670	0.2042115443
671	0.2040016682
672	0.2038940726
673	0.2037740089
674	0.2036031884
675	0.2035200189
676	0.2033503117
677	0.2032405486
678	0.2030379061
679	0.2029341523
680	0.2027023293
681	0.2025584344
682	0.2024372875
683	0.2023201954
684	0.2022182157
685	0.2020809351
686	0.2019273447
687	0.2018038534
688	0.2016891735
689	0.2016041486
690	0.2015168827
691	0.2013218677
692	0.2012626992
693	0.2011421949
694	0.2010189949
695	0.2008615146
696	0.2007311537
697	0.2006316534
698	0.2004969789
699	0.2002864029
700	0.2002199775
701	0.2000749235
702	0.1999639774
703	0.1998461321
704	0.1996837993
705	0.1995665862
706	0.1994535181
707	0.1994191137
708	0.1992806463
709	0.1991227247
710	0.1989949149
711	0.1988399842
712	0.1986042556
713	0.198397142
714	0.1982056009
715	0.1980691736
716	0.1979212834
717	0.1978607001
718	0.1977632859
719	0.1976283841
720	0.1975602297
721	0.1974143887
722	0.1972843088
723	0.1971224927
724	0.1970697559
725	0.1969681863
726	0.1967736347
727	0.1966471735
728	0.1965485775
729	0.1964116158
730	0.1962963982
731	0.1961925419
732	0.195991833
733	0.1958414999
734	0.1956980989
735	0.195612258
736	0.1953794441
737	0.1952291856
738	0.1950683498
739	0.1949232845
740	0.1948102976
741	0.1947229096
742	0.1945319746
743	0.1944859385
744	0.1943785853
745	0.1943060382
746	0.194082319
747	0.193978086
748	0.1938340325
749	0.1936393378
750	0.1935168409
751	0.1933246762
752	0.1932387658
753	0.1931809875
754	0.1930437132
755	0.192906119
756	0.1928149845
757	0.1927141827
758	0.1925042576
759	0.1923112713
760	0.1920270455
761	0.1919142977
762	0.1917886387
763	0.1917256717
764	0.1915784483
765	0.1915290934
766	0.1913696836
767	0.1912640317
768	0.1911652005
769	0.1910526218
770	0.1909351054
771	0.1907480673
772	0.1906602412
773	0.1904202559
774	0.1903381229
775	0.1902833424
776	0.1902397647
777	0.1900104925
778	0.1899710025
779	0.1898124356
780	0.1896413389
781	0.1894636015
782	0.1893881836
783	0.1892616471
784	0.189069976
785	0.1889667283
786	0.1888290558
787	0.1887265218
788	0.1885810171
789	0.1884147762
790	0.188376506
791	0.1882936953
792	0.1881359881
793	0.1880435865
794	0.1878611859
795	0.1877579641
796	0.1876629837
797	0.1875400271
798	0.1874115465
799	0.1871998761
800	0.1870949869
801	0.1869752899
802	0.1868855128
803	0.1866742824
804	0.1865504933
805	0.1864104332
806	0.1863066393
807	0.1861751725
808	0.1860512629
809	0.185997091
810	0.1858877196
811	0.1856857997
812	0.1855627253
813	0.1854900058
814	0.1852429963
815	0.1851427465
816	0.1850423095
817	0.1848934304
818	0.1847553451
819	0.1846276718
820	0.1844476404
821	0.1842222391
822	0.18412983
823	0.1840921837
824	0.1839845808
825	0.1838048275
826	0.1837363873
827	0.1835592642
828	0.1833830894
829	0.1833523693
830	0.183147475
831	0.182940319
832	0.1828013736
833	0.1826362045
834	0.1825996214
835	0.1823897831
836	0.1822714394
837	0.1821142918
838	0.1820218943
839	0.1819497418
840	0.1818902535
841	0.1817329609
842	0.1815141062
843	0.1814650291
844	0.1814152039
845	0.1812641878
846	0.1812338975
847	0.1811344299
848	0.1810680406
849	0.1809372524
850	0.1807350323
851	0.1806009668
852	0.1804910642
853	0.1803485842
854	0.1802531555
855	0.1801661107
856	0.1801186033
857	0.1799072916
858	0.1798036621
859	0.1796547116
860	0.1795148005
861	0.1793889523
862	0.1792317186
863	0.179116037
864	0.1790596699
865	0.1788601943
866	0.1787580525
867	0.1785996752
868	0.1784384062
869	0.1782818974
870	0.1781153182
871	0.1780707378
872	0.1780454389
873	0.1779728208
874	0.177870712
875	0.1777240708
876	0.1774330806
877	0.1772770334
878	0.1772070363
879	0.1769801306
880	0.1767693036
881	0.1766309136
882	0.1765378238
883	0.1764675575
884	0.1763292673
885	0.1762773584
886	0.176190944
887	0.1761121678
888	0.1760667618
889	0.1760165713
890	0.1758731795
891	0.1757822894
892	0.175565932
893	0.1754545869
894	0.1752751617
895	0.1751493169
896	0.174924181
897	0.1748498209
898	0.1747364436
899	0.1745590816
900	0.1744449028
901	0.1742614284
902	0.1741051422
903	0.1740505452
904	0.1740118166
905	0.1739760936
906	0.1738015263
907	0.1736816659
908	0.1736134615
909	0.1734664976
910	0.17335333
911	0.1733043301
912	0.1730670609
913	0.1729843445
914	0.1728241507
915	0.1727053444
916	0.1725650314
917	0.1723390082
918	0.1722245958
919	0.1722098738
920	0.1720580619
921	0.1719183663
922	0.1718021906
923	0.171598883
924	0.1715327116
925	0.1713936426
926	0.1711882184
927	0.1710679339
928	0.1708472161
929	0.1707628078
930	0.1705579605
931	0.1703837822
932	0.1701913132
933	0.1700896846
934	0.1699250396
935	0.1698463322
936	0.1697250665
937	0.1696321166
938	0.1694602507
939	0.1693798684
940	0.1692909289
941	0.169130926
942	0.1690603136
943	0.1689733976
944	0.1688140523
945	0.1687728261
946	0.1686825218
947	0.1685572375
948	0.1683001535
949	0.168146228
950	0.1679868422
951	0.1678972894
952	0.1677430998
953	0.1675594444
954	0.1673661153
955	0.1672528472
956	0.1672414668
957	0.1671663484
958	0.1669935894
959	0.166871854
960	0.1668519201
961	0.1666351937
962	0.1663946326
963	0.1662523619
964	0.1660668001
965	0.1660273158
966	0.1659877367
967	0.1658565462
968	0.1656954889
969	0.1656202045
970	0.1655299407
971	0.1654698425
972	0.1653789752
973	0.1652246829
974	0.1650993873
975	0.1649540422
976	0.1648348363
977	0.164624498
978	0.1645248925
979	0.1643404845
980	0.1642870481
981	0.1641850209
982	0.1640917402
983	0.1639428023
984	0.1638732726
985	0.1636634053
986	0.1635471047
987	0.1634003243
988	0.1633238901
989	0.1632100394
990	0.1630607536
991	0.1629698455
992	0.1629233833
993	0.1628586016
994	0.1627746187
995	0.1627048721
996	0.1626047914
997	0.1624929692
998	0.162345551
999	0.1621759831
	0.1656112732
